pattern_id,pattern_name,category_id,category_name,stage,ui_ux_type,rid,title,venue,year,url,source,score,figure_order,figure_path,width,height,bytes
pat-067,User-Authored Rules,U03,"Constraints, Guardrails & Reserved Control",Setting the context,UX,4889,iRULER: Intelligible Rubric-Based User-Defined LLM Evaluation for Revision,chi-2026,2026,https://doi.org/10.1145/3772318.3790539,candidate,3.07,3,exemplar_figures/4889/figure_1.png,1404,1087,329631
pat-067,User-Authored Rules,U03,"Constraints, Guardrails & Reserved Control",Setting the context,UX,4889,iRULER: Intelligible Rubric-Based User-Defined LLM Evaluation for Revision,chi-2026,2026,https://doi.org/10.1145/3772318.3790539,candidate,3.07,4,exemplar_figures/4889/figure_3.png,1493,840,359980
pat-067,User-Authored Rules,U03,"Constraints, Guardrails & Reserved Control",Setting the context,UX,4889,iRULER: Intelligible Rubric-Based User-Defined LLM Evaluation for Revision,chi-2026,2026,https://doi.org/10.1145/3772318.3790539,candidate,3.07,5,exemplar_figures/4889/figure_5.png,1402,717,593817
pat-068,Withheld Answer,U03,"Constraints, Guardrails & Reserved Control",Setting the context,UX,2257,"Don't Just Tell Me, Ask Me: AI Systems that Intelligently Frame Explanations as Questions Improve Human Logical Discernment Accuracy over Causal AI explanations",chi-2023,2023,https://doi.org/10.1145/3544548.3580672,candidate,4.67,1,exemplar_figures/2257/figure_1.png,1402,1052,432295
pat-068,Withheld Answer,U03,"Constraints, Guardrails & Reserved Control",Setting the context,UX,4720,From Crafting Text to Crafting Thought: Grounding AI Writing Support to Writing Center Pedagogy,chi-2026,2026,https://doi.org/10.1145/3772318.3790292,candidate,4.28,2,exemplar_figures/4720/figure_1.png,1375,1325,556480
pat-068,Withheld Answer,U03,"Constraints, Guardrails & Reserved Control",Setting the context,UX,9097,Belief Explorer: A Preliminary Evaluation of AI-Mediated Socratic Dialogue for Epistemic Reflection,chiea-2026,2026,https://doi.org/10.1145/3772363.3799391,candidate,3.78,3,exemplar_figures/9097/figure_1.png,1332,847,368405
pat-071,Protected Region,U03,"Constraints, Guardrails & Reserved Control",Setting the context,UX,16164,When is a Tool a Tool? User Perceptions of System Agency in Human-AI Co-Creative Drawing,dis-2023,2023,https://doi.org/10.1145/3563657.3595977,curated,4.42,1,exemplar_figures/16164/figure_4.png,1402,1348,1658493
pat-072,Low Detail Outlines with User-Filled Specificity,U03,"Constraints, Guardrails & Reserved Control",Setting the context,UI,2408,CreativeConnect: Supporting Reference Recombination for Graphic Design Ideation with Generative AI,chi-2024,2024,https://doi.org/10.1145/3613904.3642794,curated,4.75,1,exemplar_figures/2408/figure_2.png,1402,885,667086
pat-043,Embodied Avatar,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,4423,Scaffolding Empathy: Training Counselors with Simulated Patients and Utterance-level Performance Visualizations,chi-2025,2025,https://doi.org/10.1145/3706598.3714014,curated,4.55,1,exemplar_figures/4423/figure_1.png,1034,559,460230
pat-043,Embodied Avatar,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,10283,Future You: Designing and Evaluating Multimodal AI-generated Digital Twins for Strengthening Future Self-Continuity,iui-2026,2026,https://doi.org/10.1145/3742413.3789455,candidate,4.52,2,exemplar_figures/10283/figure_1.png,1402,931,745209
pat-043,Embodied Avatar,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,15764,FamilyDittos: Reimagining Intergenerational Interaction through Mimetic Agents,cscw-2025,2025,https://doi.org/10.1145/3757600,candidate,4.33,3,exemplar_figures/15764/figure_2.png,1014,628,560254
pat-049,Space Registered Overlay,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,13814,Guided Reality: Generating Visually-Enriched AR Task Guidance with LLMs and Vision Models,uist-2025,2025,https://doi.org/10.1145/3746059.3747784,curated,4.6,1,exemplar_figures/13814/figure_1.png,1383,1132,1477602
pat-049,Space Registered Overlay,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,9539,"Reframing Human-AI Interaction through Tangible, Multisensory Interfaces",chiea-2026,2026,https://doi.org/10.1145/3772363.3798597,curated,4.53,2,exemplar_figures/9539/figure_1.png,1402,1326,2243407
pat-049,Space Registered Overlay,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,6210,Prosocial AI Apologies on the Road: Emotional Compensation for Other Drivers' Misbehavior,chi-2026,2026,https://doi.org/10.1145/3772318.3790921,candidate,3.92,3,exemplar_figures/6210/figure_4.png,1262,848,846032
pat-049,Space Registered Overlay,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,4755,AgentHands: Generating Interactive Hand Gestures for Spatially Grounded Agent Conversations in XR,chi-2026,2026,https://doi.org/10.1145/3772318.3790938,candidate,3.78,4,exemplar_figures/4755/figure_1.png,1402,1086,475766
pat-050,Generative Filters,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,10281,Semantic See-through Goggles: Wearing Linguistic Virtual Reality in (Artificial) Intelligence,iui-2026,2026,https://doi.org/10.1145/3742413.3789145,curated,4.8,1,exemplar_figures/10281/figure_1.png,1402,1119,1195369
pat-050,Generative Filters,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,9841,ShadAR: LLM-driven shader generation to transform visual perception in Augmented Reality,chiea-2026,2026,https://doi.org/10.1145/3772363.3799378,curated,3.2,2,exemplar_figures/9841/figure_1.png,1262,1131,1223749
pat-050,Generative Filters,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,6055,Roomify: Spatially-Grounded Style Transformation for Immersive Virtual Environments,chi-2026,2026,https://doi.org/10.1145/3772318.3791803,candidate,2.15,3,exemplar_figures/6055/figure_1.png,1527,1168,979137
pat-060,Multimodal Input,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,13606,SketchGPT: A Sketch-based Multimodal Interface for Application-Agnostic LLM Interaction,uist-2025,2025,https://doi.org/10.1145/3746059.3747598,candidate,4.5,1,exemplar_figures/13606/figure_1.png,1402,788,363170
pat-060,Multimodal Input,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,5579,JustShape: Exploring Co-Speech Gestures for Multimodal LLM-Powered 3D Parametric Modeling,chi-2026,2026,https://doi.org/10.1145/3772318.3790641,candidate,4.22,2,exemplar_figures/5579/figure_1.png,1262,615,381795
pat-061,Tangible Interaction,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,13660,"Shape n' Swarm: Hands-on, Shape-aware Generative Authoring with Swarm UI and LLMs",uist-2025,2025,https://doi.org/10.1145/3746059.3747781,curated,4.7,1,exemplar_figures/13660/figure_2.png,668,299,43511
pat-061,Tangible Interaction,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,13660,"Shape n' Swarm: Hands-on, Shape-aware Generative Authoring with Swarm UI and LLMs",uist-2025,2025,https://doi.org/10.1145/3746059.3747781,curated,4.7,2,exemplar_figures/13660/figure_3.png,668,951,280757
pat-061,Tangible Interaction,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,13660,"Shape n' Swarm: Hands-on, Shape-aware Generative Authoring with Swarm UI and LLMs",uist-2025,2025,https://doi.org/10.1145/3746059.3747781,curated,4.7,3,exemplar_figures/13660/figure_7.png,1455,848,539377
pat-061,Tangible Interaction,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,9603,StoryCube: Tangible Prompt Engineering for Pre-Literate Children,chiea-2026,2026,https://doi.org/10.1145/3772363.3799385,candidate,4.53,4,exemplar_figures/9603/figure_1.png,1402,1326,1468169
pat-062,Voice Interaction,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,2940,Rambler: Supporting Writing With Speech via LLM-Assisted Gist Manipulation,chi-2024,2024,https://doi.org/10.1145/3613904.3642217,curated,4.93,1,exemplar_figures/2940/figure_1.png,1052,591,120983
pat-062,Voice Interaction,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,4816,Orality: A Semantic Canvas for Externalizing and Clarifying Thoughts with Speech,chi-2026,2026,https://doi.org/10.1145/3772318.3791713,curated,4.5,2,exemplar_figures/4816/figure_2.png,1402,577,142102
pat-063,Multimodal Output,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,9749,When Verse Listens Back: Classical Chinese Poetry as a Culturally Grounded Medium for Multimodal AI-Guided Emotional Support,chiea-2026,2026,https://doi.org/10.1145/3772363.3798550,candidate,3.88,1,exemplar_figures/9749/figure_2.png,535,729,327958
pat-064,Nonvisual Navigation,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,5580,GeoVisA11y: An AI-based Geovisualization Question-Answering System for Screen-Reader Users,chi-2026,2026,https://doi.org/10.1145/3772318.3790334,curated,3.65,1,exemplar_figures/5580/figure_1.png,1402,1008,656688
pat-064,Nonvisual Navigation,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,5950,From Struggle to Success: Context-Aware Guidance for Screen Reader Users in Computer Use,chi-2026,2026,https://doi.org/10.1145/3772318.3790661,candidate,2.05,2,exemplar_figures/5950/figure_1.png,1399,1036,255225
pat-065,Nonvisual Task Delegation,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,9045,AI at your Fingertips: Wearable Ring as a Low-Friction Interface for Agentic AI,chiea-2026,2026,https://doi.org/10.1145/3772363.3798736,curated,3.4,1,exemplar_figures/9045/figure_1.png,1391,1066,628584
pat-074,Non-Readable to Natural Language Conversion,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,4200,TableNarrator: Making Image Tables Accessible to Blind and Low Vision People,chi-2025,2025,https://doi.org/10.1145/3706598.3714329,candidate,4.32,1,exemplar_figures/4200/figure_1.png,1402,457,648806
pat-074,Non-Readable to Natural Language Conversion,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,5222,MIND: Empowering Mental Health Clinicians with Multimodal Data Insights through a Narrative Dashboard,chi-2026,2026,https://doi.org/10.1145/3772318.3790529,candidate,4.28,2,exemplar_figures/5222/figure_1.png,1318,905,337573
pat-074,Non-Readable to Natural Language Conversion,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,10058,SeeChart: Enabling Accessible Visualizations Through Interactive Natural Language Interface For People with Visual Impairments,iui-2023,2023,https://doi.org/10.1145/3581641.3584099,candidate,4.28,3,exemplar_figures/10058/figure_1.png,1402,869,348552
pat-076,Perceptible Rendering,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,5828,VidTune: Creating Video Soundtracks with Generative Music and Video-Based Thumbnails,chi-2026,2026,https://doi.org/10.1145/3772318.3791572,candidate,3.32,1,exemplar_figures/5828/figure_1.png,1402,1183,889470
pat-078,Composite Glyph,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,12859,FlowForge: Guiding the Creation of Multi-Agent Workflows with Design Space Visualization as a Thinking Scaffold,tvcg-2026,2026,https://doi.org/10.1109/tvcg.2025.3634627,curated,3.45,1,exemplar_figures/12859/figure_1.png,1666,1448,450535
pat-078,Composite Glyph,U04,"Modality, Embodiment & Rendering",Taking in the output,UI,12851,Conch: Competitive Debate Analysis via Visualizing Clash Points and Hierarchical Strategies,tvcg-2026,2026,https://doi.org/10.1109/tvcg.2025.3634629,candidate,3.22,2,exemplar_figures/12851/figure_1.png,1296,1313,829335
pat-001,Linked Views,U07,"Explanation, Inspection & Verification",Taking in the output,UI,8598,Traceable Texts and Their Effects: A Study of Summary-Source Links in AI-Generated Summaries,chiea-2025,2025,https://doi.org/10.1145/3706599.3719830,curated,4.72,1,exemplar_figures/8598/figure_1.png,1462,1097,329151
pat-001,Linked Views,U07,"Explanation, Inspection & Verification",Taking in the output,UI,10239,CodeVoyager: Integrating Interactive Visual Aids with LLMs for Code Comprehension,iui-2026,2026,https://doi.org/10.1145/3742413.3789057,curated,4.6,2,exemplar_figures/10239/figure_3.png,1700,1304,675352
pat-001,Linked Views,U07,"Explanation, Inspection & Verification",Taking in the output,UI,2937,The HaLLMark Effect: Supporting Provenance and Transparent Use of Large Language Models in Writing with Interactive Visualization,chi-2024,2024,https://doi.org/10.1145/3613904.3641895,candidate,4.22,3,exemplar_figures/2937/figure_3.png,1412,1513,512429
pat-020,Inspectable Intermediate Steps,U07,"Explanation, Inspection & Verification",Taking in the output,UI,1322,AI Chains: Transparent and Controllable Human-AI Interaction by Chaining Large Language Model Prompts,chi-2022,2022,https://doi.org/10.1145/3491102.3517582,curated,4.9,1,exemplar_figures/1322/figure_1.png,1561,1086,313354
pat-020,Inspectable Intermediate Steps,U07,"Explanation, Inspection & Verification",Taking in the output,UI,4820,"RAG Without the Lag: Enabling ""What-If"" Analysis for Retrieval-Augmented Generation Pipelines",chi-2026,2026,https://doi.org/10.1145/3772318.3790874,candidate,4.27,2,exemplar_figures/4820/figure_4.png,1113,697,308693
pat-025,Interpretation Readback,U07,"Explanation, Inspection & Verification",Taking in the output,UI,13743,NeuroSync: Intent-Aware Code-Based Problem Solving via Direct LLM Understanding Modification,uist-2025,2025,https://doi.org/10.1145/3746059.3747668,curated,4.95,1,exemplar_figures/13743/figure_2.png,668,606,118905
pat-025,Interpretation Readback,U07,"Explanation, Inspection & Verification",Taking in the output,UI,13743,NeuroSync: Intent-Aware Code-Based Problem Solving via Direct LLM Understanding Modification,uist-2025,2025,https://doi.org/10.1145/3746059.3747668,curated,4.95,2,exemplar_figures/13743/figure_6.png,1402,309,122339
pat-025,Interpretation Readback,U07,"Explanation, Inspection & Verification",Taking in the output,UI,13743,NeuroSync: Intent-Aware Code-Based Problem Solving via Direct LLM Understanding Modification,uist-2025,2025,https://doi.org/10.1145/3746059.3747668,curated,4.95,3,exemplar_figures/13743/figure_4.png,1402,919,352485
pat-025,Interpretation Readback,U07,"Explanation, Inspection & Verification",Taking in the output,UI,16862,IntentFlow: Investigating Fluid Dynamics of Intent Communication in Generative AI,dis-2026,2026,https://doi.org/10.1145/3800645.3812999,curated,4.78,4,exemplar_figures/16862/figure_1.png,1402,639,240805
pat-028,Plan Preview,U07,"Explanation, Inspection & Verification",Taking in the output,UI,5968,Cocoa: Co-Planning and Co-Execution with AI Agents,chi-2026,2026,https://doi.org/10.1145/3772318.3791673,candidate,4.28,1,exemplar_figures/5968/figure_2.png,1402,920,459905
pat-028,Plan Preview,U07,"Explanation, Inspection & Verification",Taking in the output,UI,5968,Cocoa: Co-Planning and Co-Execution with AI Agents,chi-2026,2026,https://doi.org/10.1145/3772318.3791673,candidate,4.28,2,exemplar_figures/5968/figure_3.png,1262,1378,460826
pat-028,Plan Preview,U07,"Explanation, Inspection & Verification",Taking in the output,UI,3512,From Operation to Cognition: Automatic Modeling Cognitive Dependencies from User Demonstrations for GUI Task Automation,chi-2025,2025,https://doi.org/10.1145/3706598.3713356,candidate,4.1,3,exemplar_figures/3512/figure_1.png,1402,527,205279
pat-028,Plan Preview,U07,"Explanation, Inspection & Verification",Taking in the output,UI,3512,From Operation to Cognition: Automatic Modeling Cognitive Dependencies from User Demonstrations for GUI Task Automation,chi-2025,2025,https://doi.org/10.1145/3706598.3713356,candidate,4.1,4,exemplar_figures/3512/figure_2.png,1402,635,161132
